"Name","Product_Group__c","Cost_Category__c","Cost_Type__c","ProductCode","Unique_ProductCode__c","IsActive","Product_Category__c","Manual_Processing__c","Product_Name_EN__c"
"L-profile 60x60x6","LG","FactoryPurchase","tuotteet","LG-11010705","LG11010705","true","Product Options","false","L-profile 60x60x6"
"L-profile 85x60x8","LG","FactoryPurchase","tuotteet","LG-11010707","LG11010707","true","Product Options","false","L-profile 85x60x8"
"Telescopic profile LGR,L5,L7T - 11222206","LG","FactoryPurchase","tuotteet","LG-11222206","LG11222206","true","Product Options","false","Telescopic profile LGR,L5,L7T - 11222206"
"Telescopic profile with flange LGR,L5,L7T","LG","FactoryPurchase","tuotteet","LG-11222207","LG11222207","true","Product Options","false","Telescopic profile with flange LGR,L5,L7T"
"Telescopic profile high LGR,L5,L7T","LG","FactoryPurchase","tuotteet","LG-11222208","LG11222208","true","Product Options","false","Telescopic profile high LGR,L5,L7T"
"Upper profile","LG","FactoryPurchase","tuotteet","LG-11241206","LG11241206","true","Product Options","false","Upper profile"
"OF42 6mm, grey","LG","FactoryPurchase","tuotteet","LG-20090001","LG20090001","true","Product Options","false","OF42 6mm, grey"
"OF42 8mm,gray","LG","FactoryPurchase","tuotteet","LG-20090002","LG20090002","true","Product Options","false","OF42 8mm,gray"
"OF50 6mm,brown","LG","FactoryPurchase","tuotteet","LG-20090003","LG20090003","true","Product Options","false","OF50 6mm,brown"
"OF50 8mm, brown","LG","FactoryPurchase","tuotteet","LG-20090004","LG20090004","true","Product Options","false","OF50 8mm, brown"
"OF72 6mm, green","LG","FactoryPurchase","tuotteet","LG-20090005","LG20090005","true","Product Options","false","OF72 6mm, green"
"OF72 8mm,green","LG","FactoryPurchase","tuotteet","LG-20090006","LG20090006","true","Product Options","false","OF72 8mm,green"
"OF85 6mm, satinato","LG","FactoryPurchase","tuotteet","LG-20090008","LG20090008","true","Product Options","false","OF85 6mm, satinato"
"OF87 6mm,stippolyte","LG","FactoryPurchase","tuotteet","LG-20090010","LG20090010","true","Product Options","false","OF87 6mm,stippolyte"
"OF88 6mm,clear","LG","FactoryPurchase","tuotteet","LG-20090016","LG20090016","true","Product Options","false","OF88 6mm,clear"
"OF88 8mm, clear","LG","FactoryPurchase","tuotteet","LG-20090017","LG20090017","true","Product Options","false","OF88 8mm, clear"
"OF88 10mm,clear","LG","FactoryPurchase","tuotteet","LG-20090018","LG20090018","true","Product Options","false","OF88 10mm,clear"
"OF85 8mm, satinato","LG","FactoryPurchase","tuotteet","LG-20090019","LG20090019","true","Product Options","false","OF85 8mm, satinato"
"Installation flat bar 10x60x300 LG","LG","FactoryPurchase","tuotteet","LG-51063434","LG51063434","true","Product Options","false","Installation flat bar 10x60x300 LG"
"OF88 12mm, clear","LG","FactoryPurchase","tuotteet","LG-20090020","LG20090020","true","Product Options","false","OF88 12mm, clear"
"Installation flat bar 10x60x250 LG","LG","FactoryPurchase","tuotteet","LG-51063432","LG51063432","true","Product Options","false","Installation flat bar 10x60x250 LG"
"Fastening flat bar 10x60x250 RAL 7024","LG","FactoryPurchase","tuotteet","LG-51063433","LG51063433","true","Product Options","false","Fastening flat bar 10x60x250 RAL 7024"
"Fastening flat bar 10x60x300 RAL 7024","LG","FactoryPurchase","tuotteet","LG-51063435","LG51063435","true","Product Options","false","Fastening flat bar 10x60x300 RAL 7024"
"h-seal 6mm","LG","FactoryPurchase","tuotteet","LG-54043034","LG54043034","true","Product Options","false","h-seal 6mm"
"h-seal 8mm","LG","FactoryPurchase","tuotteet","LG-54043044","LG54043044","true","Product Options","false","h-seal 8mm"
"h-seal 10mm","LG","FactoryPurchase","tuotteet","LG-54043064","LG54043064","true","Product Options","false","h-seal 10mm"
"h-seal 12mm","LG","FactoryPurchase","tuotteet","LG-54043084","LG54043084","true","Product Options","false","h-seal 12mm"
"Gap seal 10mm","LG","FactoryPurchase","tuotteet","LG-54220005","LG54220005","true","Product Options","false","Gap seal 10mm"
"Gap seal 20mm","LG","FactoryPurchase","tuotteet","LG-54220007","LG54220007","true","Product Options","false","Gap seal 20mm"
"Gap seal 30mm","LG","FactoryPurchase","tuotteet","LG-54370105","LG54370105","true","Product Options","false","Gap seal 30mm"
"Gap seal 50mm","LG","FactoryPurchase","tuotteet","LG-54370123","LG54370123","true","Product Options","false","Gap seal 50mm"
"Lumon Glazing Retractable","LG","FactoryPurchase","tuotteet","LG","LG90240001","true","Product Groups","false","Lumon Glazing Retractable"
"Lumon Glazing Retractable Reclamation","LG","FactoryPurchase","tuotteet","LG","LG90249999","true","Product Groups","false","Lumon Glazing Retractable reclamation"
"GLASS PANELS TOTAL","LG","FactoryPurchase","tuotteet","LG-PD9240096","LGPD9240096","true","Product Options","false","GLASS PANELS TOTAL"
"OPENING PANELS 2,00","LG","FactoryPurchase","tuotteet","LG-PD9240097","LGPD9240097","true","Product Options","false","OPENING PANELS 2,00"
"AREA","LG","FactoryPurchase","tuotteet","LG-PD9240098","LGPD9240098","true","Product Options","false","AREA"
"PRODUCT LENGTH","LG","FactoryPurchase","tuotteet","LG-PD9240099","LGPD9240099","true","Product Options","false","PRODUCT LENGTH"
"SIDES 15,30","LG","FactoryPurchase","tuotteet","LG-PD9240100","LGPD9240100","true","Product Options","false","SIDES 15,30"
"Glass cutout","LG","FactoryPurchase","tuotteet","LG-PD9240105","LGPD9240105","true","Product Options","true","Glass cutout"
"Sand blasting, partial","LG","FactoryPurchase","tuotteet","LG-PD9240106","LGPD9240106","true","Product Options","true","Sand blasting, partial"
"Sand blasting, full","LG","FactoryPurchase","tuotteet","LG-PD9240107","LGPD9240107","true","Product Options","true","Sand blasting, full"
"Heat Soak test","LG","FactoryPurchase","tuotteet","LG-PD9240108","LGPD9240108","true","Product Options","false","Heat Soak test"
"Attention tape","LG","FactoryPurchase","tuotteet","LG-PD9240110","LGPD9240110","true","Product Options","false","Attention tape"
"Sound insulation","LG","FactoryPurchase","tuotteet","LG-PD9240111","LGPD9240111","true","Product Options","false","Sound insulation"
"LG Blinds Installation 1","LG","Wages","asennus1","LG-PD9240118","LGPD9240118","true","Services","false","Blinds_installation"
"Systemangle_installation","LG","Wages","asennus1","LG-PD9240119","LGPD9240119","true","Services","false","Systemangle_installation"
"Glass 6mm_installation","LG","Wages","asennus1","LG-PD9240120","LGPD9240120","true","Services","false","Glass 6mm_installation"
"Glass 8mm_installation","LG","Wages","asennus1","LG-PD9240121","LGPD9240121","true","Services","false","Glass 8mm_installation"
"Balcony_installation","LG","Wages","asennus1","LG-PD9240124","LGPD9240124","true","Services","false","Balcony_installation"
"Length_installation","LG","Wages","asennus1","LG-PD9240125","LGPD9240125","true","Services","false","Length_installation"
"Side_installation","LG","Wages","asennus1","LG-PD9240126","LGPD9240126","true","Services","false","Side_installation"
"LG Site Installation","LG","Wages","asennus1","LG-PD9240127","LGPD9240127","true","Services","false","LG Site Installation"
"Glass over 2200mm high","LG","Wages","asennus1","LG-PD9240128","LGPD9240128","true","Services","false","Glass over 2200mm high"
"Fabric Color Brigth white","LG","FactoryPurchase","verhot","LG-PD9240224","LGPD9240224","true","Product Options","false","Fabric Color Brigth white"
"Fabric Color Beige","LG","FactoryPurchase","verhot","LG-PD9240225","LGPD9240225","true","Product Options","false","Fabric Color Beige"
"Fabric Color Light Beige","LG","FactoryPurchase","verhot","LG-PD9240226","LGPD9240226","true","Product Options","false","Fabric Color Light Beige"
"Fabric Color Khaki","LG","FactoryPurchase","verhot","LG-PD9240227","LGPD9240227","true","Product Options","false","Fabric Color Khaki"
"Fabric Color Dark Grey","LG","FactoryPurchase","verhot","LG-PD9240228","LGPD9240228","true","Product Options","false","Fabric Color Dark Grey"
"Fabric Color Black","LG","FactoryPurchase","verhot","LG-PD9240229","LGPD9240229","true","Product Options","false","Fabric Color Black"
"White opaque","LG","FactoryPurchase","verhot","LG-PD9240114","LGPD9240114","true","Product Options","false","White opaque"
"Grey transparent","LG","FactoryPurchase","verhot","LG-PD9240115","LGPD9240115","true","Product Options","false","Grey transparent"
"Grey opaque","LG","FactoryPurchase","verhot","LG-PD9240116","LGPD9240116","true","Product Options","false","Grey opaque"
"Glass 10mm_installation","LG","Wages","asennus1","LG-PD9240122","LGPD9240122","true","Services","false","Glass 10mm_installation"
"Cost Reservation order","LG","CostReserv","costreserv","LG-PD9240177","LGPD9240177","true","Unclassified","false","Cost Reservation order"
"Cost Reservation Balcony","LG","CostReserv","costreserv","LG-PD9240178","LGPD9240178","true","Unclassified","false","Cost Reservation Balcony"
"Reservation linear meter","LG","CostReserv","costreserv","LG-PD9240179","LGPD9240179","true","Unclassified","false","Reservation linear meter"
"Reservation Special order","LG","CostReserv","costreserv","LG-PD9240180","LGPD9240180","true","Unclassified","false","Reservation Special order"
"Special Color HR2","LG","FactoryPurchase","tuotteet","LG-PD9240101","LGPD9240101","true","Product Options","false","Special Color HR2"
"Special Color HR3","LG","FactoryPurchase","tuotteet","LG-PD9240102","LGPD9240102","true","Product Options","false","Special Color HR3"
"Special Color HR4","LG","FactoryPurchase","tuotteet","LG-PD9240103","LGPD9240103","true","Product Options","false","Special Color HR4"
"Special Color HR5","LG","FactoryPurchase","tuotteet","LG-PD9240104","LGPD9240104","true","Product Options","false","Special Color HR5"
"Special order","LG","FactoryPurchase","tuotteet","LG-PD9240109","LGPD9240109","true","Product Options","false","Special order"
"OF91 Optiwhite 10mm","LG","FactoryPurchase","tuotteet","LG-20090061","LG20090061","true","Product Options","false",""
"OF91 Optiwhite  6mm","LG","FactoryPurchase","tuotteet","LG-20090065","LG20090065","true","Product Options","false",""
"OF91 Optiwhite 8mm","LG","FactoryPurchase","tuotteet","LG-20090068","LG20090068","true","Product Options","false",""
"Sales parameter Silk printing","LG","FactoryPurchase","tuotteet","LG-PD9240230","LGPD9240230","true","Product Options","false",""
"Service Workhours","LG","Manhours","askuormitu","LG-PD9390261","LGPD9390261","true","Services","false",""
"Freight 12mm Glass","LG","SalesFreight","rahti1","LGS-PD9240158","LGSPD9240158","true","Shipping Costs","false","Freight 12mm Glass"
"Lasirajoitin","LG","FactoryPurchase","tuotteet","LG-50200311","LG50200311","true","","false","Lasirajoitin"
